category,categories_all,media_tags,name,gen_pop_reach,all_reach,dem_reach,rep_reach
Internet Related,Internet Related,,100T Nickmercs,0.00380624515128,0.0024870605632856,0.0016444306546695,0.003319597069597
Music||Hip Hop And Rap,Music||Hip Hop And Rap,,2 Chainz,0.0175766097750193,0.0108220743429454,0.0124728513807012,0.0085470085470085
Music||Hip Hop And Rap,Music||Hip Hop And Rap,,21 Savage,0.0064245539177657,0.0039994622571755,0.0040955631399317,0.0020985958485958
Politics / Government,Politics / Government,politician,2Rawtooreal (Political Satire),0.000533359193173,0.0014115749142972,0.0017685386286068,0.0006868131868131
Music||Hip Hop And Rap,Music||Hip Hop And Rap,,50 Cent,0.0290680760279286,0.0218794111716071,0.0238287309959664,0.0177426739926739
Internet Related,Internet Related,,@Dril,0.0053578355314197,0.0142501848490959,0.0169717654359292,0.0083180708180708
Uncategorized,Uncategorized,,@Influencersinthewild,0.0011030837858805,0.0028903676816562,0.0028544834005584,0.0021749084249084
Fashion / Beauty,Fashion / Beauty,,@Karamo,0.0025576997672614,0.0047052497143241,0.0065466956251939,0.0030143467643467
Uncategorized,Uncategorized,,@Mypubliclands,0.0008121605896043,0.0025542784163473,0.0030716723549488,0.0017933455433455
Uncategorized,Uncategorized,,@Nwsl,0.0012000581846392,0.0037305908449284,0.0043748060812907,0.0026709401709401
Uncategorized,Uncategorized,,@Oitnb,0.005563906128782,0.0059487799959669,0.0072292894818492,0.0037393162393162
Sports||Uncategorized,Sports||Uncategorized,,@Phillypolice,0.0007394297905352,0.0031256301673724,0.0031647533354017,0.0028235653235653
Uncategorized,Uncategorized,,@Pumpkintheraccoon,0.0010788401861908,0.0027559319755327,0.0032268073223704,0.0016407203907203
Uncategorized,Uncategorized,,@Repmtg,0.0052972265321955,0.0093432815755864,0.0060812907229289,0.0161401098901098
Uncategorized,Uncategorized,,@Revolttv,0.0047638673390224,0.0040666801102372,0.004778156996587,0.003052503052503
Uncategorized,Uncategorized,,@Shitheadsteve,0.0019273661753297,0.0023190159306311,0.0026062674526838,0.0023656898656898
Uncategorized,Uncategorized,,@Tank.sinatra,0.0012970325833979,0.0022854070041002,0.0023580515048091,0.0017933455433455
Uncategorized,Uncategorized,,@Theofficialsting,0.0011152055857253,0.0022181891510385,0.0021408625504188,0.0017933455433455
Uncategorized,Uncategorized,,@Uflorida,0.0012243017843289,0.0019829266653223,0.0023270245113248,0.0026709401709401
Uncategorized,Uncategorized,,@Unesco,0.0017212955779674,0.0047724675673858,0.0061433447098976,0.0026709401709401
Uncategorized,Uncategorized,,@Unfoundation,0.0015152249806051,0.0063520871143375,0.0084703692212224,0.0029761904761904
Uncategorized,Uncategorized,,@Vivaladirt,0.0030668153607447,0.0021845802245076,0.0019236735960285,0.002518315018315
Uncategorized,Uncategorized,,@Whitehouse45,0.0014061287820015,0.0073603549102641,0.0083152342538008,0.0045405982905982
Music||Hip Hop And Rap,Music||Hip Hop And Rap,,A$Ap Rocky,0.0106914274631497,0.0065873496000537,0.0071051815079118,0.0050747863247863
Music||Electronic,Music||Electronic,,A-Trak,0.0029213537626066,0.0026214962694091,0.0027614024201054,0.0019459706959706
Politics / Government,Politics / Government,politician,A.j. Delgado,0.0005697245927075,0.0023862337836929,0.0024201054917778,0.0028998778998779
News Media,News Media,journalist,Aaron Blake,0.001139449185415,0.015997849028702,0.0186161960905988,0.0125152625152625
Sports||Baseball,Sports||Baseball,,Aaron Boone,0.0010182311869666,0.0021845802245076,0.0015823766677008,0.0024801587301587
News Media,News Media,journalist,Aaron C. Davis,0.0002303141970519,0.0037978086979901,0.0058020477815699,0.0013736263736263
Politics / Government,Politics / Government,politician,Aaron D. Ford,0.000145461598138,0.0016804463265443,0.0021098355569345,0.0008775946275946
Politics / Government,Politics / Government,politician,Aaron Fritschner,0.0002181923972071,0.0037641997714592,0.0052745888923363,0.0023656898656898
News Media,News Media,journalist,Aaron Huertas,0.0001575833979829,0.0016804463265443,0.0026372944461681,0.0007249694749694
Sports||Baseball,Sports||Baseball,,Aaron Judge,0.0020970713731574,0.0035961551388048,0.0046230220291653,0.0043498168498168
News Media,News Media,journalist,Aaron Katersky,0.0001939487975174,0.0030920212408415,0.0034129692832764,0.0018315018315018
Business||Technology,Business||Technology,,Aaron Levie,0.0028486229635376,0.0100154601062042,0.0108904747130003,0.0061431623931623
News Media,News Media,journalist,Aaron Lucchetti,0.000145461598138,0.0023190159306311,0.0025442134657151,0.001068376068376
Sports||Football,Sports||Football,,Aaron Murray,0.0009455003878975,0.0001344357061235,0.0001861619609059,0.0004197191697191
News Media,News Media,journalist,Aaron Parnas (Influencer),0.0021698021722265,0.0037305908449284,0.0057399937946013,0.0020222832722832
Film / Tv,Film / Tv,,Aaron Paul,0.0155643910007757,0.019560395240976,0.0222773813217499,0.0152625152625152
Politics / Government,Politics / Government,politician,Aaron Reichlin-Melnick,0.0001697051978277,0.0028903676816562,0.0043437790878063,0.0010302197802197
Sports||Football,Sports||Football,,Aaron Rodgers,0.0090307408844065,0.0136788330980708,0.0111076636673906,0.0147664835164835
News Media,News Media,journalist,Aaron Rupar (Journalist),0.004872963537626,0.0206022719634334,0.0260937015203226,0.0108745421245421
Politics / Government,Politics / Government,politician,Aaron Schock,0.0004485065942591,0.0047052497143241,0.0034750232702451,0.0061813186813186
News Media,News Media,journalist,Aaron W. Gordon,0.0002424359968968,0.0027223230490018,0.0034439962767607,0.0011446886446886
Food / Drink / Chefs,Food / Drink / Chefs,,Aarón Sánchez,0.0019637315748642,0.0022517980775694,0.0026372944461681,0.0026327838827838
Film / Tv,Film / Tv,,Aasif Mandvi,0.0009333785880527,0.0039658533306446,0.0059571827489916,0.0016025641025641
Music||Hip Hop And Rap,Music||Hip Hop And Rap,,Ab-Soul,0.0040971683475562,0.0022517980775694,0.0023270245113248,0.0016407203907203
Film / Tv,Film / Tv,,Abbi Jacobson,0.0019879751745539,0.0038986354775828,0.0056158858206639,0.0014880952380952
Politics / Government,Politics / Government,politician,Abby Finkenauer,0.0003272885958107,0.0025542784163473,0.0035991312441824,0.0012973137973137
News Media,News Media,journalist,Abby Huntsman,0.0011879363847944,0.0063184781878066,0.0058951287620229,0.0085088522588522
News Media,News Media,journalist,Abby Livingston,0.0004242629945694,0.0069906567184244,0.0078808563450201,0.0056089743589743
News Media,News Media,journalist,Abby Martin,0.0017819045771916,0.003528937285743,0.0042506981073533,0.0020222832722832
News Media,News Media,journalist,Abby Phillip,0.0047759891388673,0.0262149626940915,0.0371393112007446,0.0133928571428571
Sports||Soccer,Sports||Soccer,,Abby Wambach,0.0039880721489526,0.0097129797674262,0.0106422587651256,0.007020757020757
News Media,News Media,journalist,Abha Bhattarai,0.0001333397982932,0.0038650265510519,0.0053056158858206,0.0019078144078144
News Media,News Media,journalist,Abigail Hauslohner,0.0002181923972071,0.003528937285743,0.005150480918399,0.0017170329670329
Authors||Politics & Social Sciences,Authors||Politics & Social Sciences,political_author,Abigail Shrier (Author),0.0008485259891388,0.0042347247428917,0.0025752404591995,0.0083943833943833
Politics / Government,Politics / Government,politician,Abigail Spanberger,0.0010061093871218,0.0075283995429185,0.0092150170648464,0.0043116605616605
Politics / Government,Politics / Government,politician,"Abraham ""Abe"" Hamadeh",0.0004606283941039,0.0015796195469516,0.0007136208501396,0.0033577533577533
Music||Hip Hop And Rap,Music||Hip Hop And Rap,,Action Bronson,0.0038668541505042,0.0034617194326813,0.0038783741855414,0.0026327838827838
Social Media / Video,Social Media / Video,,Acyn (Content Creator),0.0025698215671062,0.0108892921960072,0.0134036611852311,0.0069444444444444
Art / Artists / Photography,Art / Artists / Photography,,Adam Bouska,0.0022910201706749,0.0035625462122739,0.0039714551659944,0.0022130647130647
Entertainment,Entertainment,,Adam Carolla,0.0053457137315748,0.0078980977347583,0.0062053986968662,0.0127442002442002
Health / Wellness / Medical,Health / Wellness / Medical|News Media,journalist,Adam Davidson,0.0012970325833979,0.0092760637225247,0.0122556624263108,0.0036630036630036
Film / Tv,Film / Tv,,Adam Devine,0.0047517455391776,0.0056462996571889,0.0053986968662736,0.0046550671550671
Social Media / Video,Social Media / Video,,Adam Gallagher,0.002133436772692,0.0027559319755327,0.0031647533354017,0.0019078144078144
Academics,Academics|Authors||Business & Money,,Adam Grant,0.0039395849495733,0.0139477045103179,0.0174371703381942,0.0103785103785103
News Media,News Media,journalist,Adam Harris,0.0002545577967416,0.0042011158163608,0.0064225876512565,0.0017933455433455
Sports||Journalist Broadcaster,Sports||Journalist Broadcaster,journalist,Adam Housley,0.0015637121799844,0.0034617194326813,0.0022339435308718,0.0062194749694749
Sports||Baseball,Sports||Baseball,,Adam Jones,0.0008970131885182,0.0023190159306311,0.0024201054917778,0.0028617216117216
Sports||Baseball,Sports||Baseball,,Adam Jones - Baseball,0.001212179984484,0.0028567587551253,0.0031647533354017,0.003052503052503
News Media,News Media,journalist,Adam Kilgore,0.0001939487975174,0.0033945015796195,0.0039714551659944,0.0026327838827838
Politics / Government,Politics / Government,politician,Adam Kinzinger,0.0052608611326609,0.0220474558042616,0.0250387837418554,0.0197649572649572
News Media,News Media,journalist,Adam Kredo,0.0002788013964313,0.0021509712979767,0.0012100527458889,0.0042353479853479
Music||Performing Arts,Music||Performing Arts,,Adam Lambert,0.0065578937160589,0.005915171069436,0.0054917778467266,0.0050747863247863
News Media,News Media,journalist,Adam Lashinsky,0.000606089992242,0.003831417624521,0.00394042817251,0.0018315018315018
Music||Pop,Music||Pop,,Adam Levine,0.0245102792862684,0.0248033877797943,0.024821594787465,0.0240766178266178
Social Issues,Social Issues,activist,Adam Milstein (Philanthropist),0.0006303335919317,0.0046044229347314,0.0026683214396524,0.008089133089133
Internet Related,Internet Related,,Adam Montoya,0.0037213925523661,0.0021509712979767,0.0017375116351225,0.0020985958485958
Authors||Other,Authors||Other,,Adam Mordecai,0.000533359193173,0.0021173623714458,0.0024511324852621,0.0007249694749694
Business||Technology,Business||Technology,,Adam Mosseri,0.0015152249806051,0.0047052497143241,0.0059571827489916,0.0024801587301587
News Media,News Media,journalist,Adam Nagourney,0.0003394103956555,0.0074947906163877,0.0098045299410487,0.0037011599511599
Film / Tv,Film / Tv,,Adam Pally,0.0013333979829325,0.0024870605632856,0.0034439962767607,0.0012591575091575
Politics / Government,Politics / Government,politician,Adam Parkhomenko,0.0034668347556245,0.0172077703838139,0.0237977040024821,0.0082036019536019
Film / Tv,Film / Tv,,Adam Richman,0.0020243405740884,0.0033945015796195,0.0035681042506981,0.0028235653235653
Sports||Figure Skating,Sports||Figure Skating,,Adam Rippon,0.0033092513576415,0.0098474154735497,0.0119764194849519,0.0061050061050061
Film / Tv,Film / Tv,,Adam Sandler,0.0083761636927851,0.0117295153592794,0.0106422587651256,0.0119047619047619
Film / Tv,Film / Tv,,Adam Savage,0.0074912723041117,0.0095449351347717,0.0102699348433136,0.009271978021978
Sports||Journalist Broadcaster,Sports||Journalist Broadcaster,journalist,Adam Schefter,0.0228859581070597,0.043254688445251,0.0421036301582376,0.0486492673992674
Politics / Government,Politics / Government,politician,Adam Schiff,0.0117702676493405,0.0410028903676816,0.0540800496431895,0.0225503663003663
Film / Tv,Film / Tv,,Adam Scott,0.0088004266873545,0.0161322847348255,0.0209432206019236,0.0093864468864468
News Media,News Media,journalist,Adam Serwer,0.0026425523661753,0.0197620488001613,0.0283896990381632,0.0084706959706959
News Media,News Media,journalist,Adam Shapiro,0.0002060705973622,0.0013779659877663,0.0014892956872479,0.0011065323565323
Politics / Government,Politics / Government,politician,Adam Smith - Activist,0.0002303141970519,0.0036969819183975,0.0047161030096183,0.0014880952380952
News Media,News Media,journalist,Adam Smith - Journalist,0.0001697051978277,0.002957585534718,0.003847347192057,0.0034722222222222
News Media,News Media,journalist,Adam Tuss,0.0002788013964313,0.0046044229347314,0.005150480918399,0.0038919413919413
Sports||Baseball,Sports||Baseball,,Adam Wainwright,0.0007879169899146,0.0021173623714458,0.0014582686937635,0.0028998778998779
News Media,News Media,journalist,Adam Weinstein,0.0007757951900698,0.0052093836122874,0.0073533974557865,0.0019078144078144
Sports||Baseball,Sports||Baseball,,Addison Russell,0.0010424747866563,0.0018484909591987,0.0013341607198262,0.0024801587301587
Music||Pop,Music||Pop,,Adele,0.0316015321955003,0.0317604355716878,0.0353397455786534,0.0258699633699633
News Media,News Media,journalist,Adolfo Flores,0.0002060705973622,0.0027895409020635,0.004126590133416,0.0012210012210012
Entertainment,Entertainment,,Adore Delano,0.0033213731574864,0.0027895409020635,0.0028234564070741,0.0020222832722832
Politics / Government,Politics / Government,politician,Adrian Fontes,0.0003151667959658,0.0016804463265443,0.0024511324852621,0.00133547008547
Film / Tv,Film / Tv,,Adrian Grenier,0.0037456361520558,0.0054446460980036,0.0068569655600372,0.0041971916971916
Sports||Football,Sports||Football,,Adrian Peterson,0.0044729441427463,0.005915171069436,0.0049332919640086,0.0064102564102564
Sports||Journalist Broadcaster,Sports||Journalist Broadcaster,journalist,Adrian Wojnarowski,0.0139400698215671,0.0281642804328829,0.0286379149860378,0.0249542124542124
Fashion / Beauty,Fashion / Beauty,,Adriana Lima,0.0071761055081458,0.0069906567184244,0.0076016134036611,0.0066010378510378
Fashion / Beauty,Fashion / Beauty,,Adrianne Curry,0.0018061481768813,0.0020837534449149,0.0010549177784672,0.0024801587301587
News Media,News Media,journalist,Adrianne Jeffries,0.0003272885958107,0.0014115749142972,0.0019857275829972,0.0006105006105006
Politics / Government,Politics / Government,politician,Adriano Espaillat,0.0002909231962761,0.0029911944612489,0.0032578343158547,0.0013736263736263
Sports||Yoga,Sports||Yoga,,Adriene Mishler,0.0132248836307214,0.0118975599919338,0.014334470989761,0.0095772283272283
Politics / Government,Politics / Government,politician,Adrienne Adams (Politician),0.0001575833979829,0.0016804463265443,0.0023270245113248,0.0005723443223443
Film / Tv,Film / Tv|Music||R&B And Soul,,Adrienne Bailon,0.0095641000775795,0.0057135175102507,0.0071672354948805,0.003586691086691
News Media,News Media,journalist,Adrienne Lafrance,0.0004606283941039,0.0055118639510654,0.0076636673906298,0.0022130647130647
Film / Tv,Film / Tv,,Adrienne Maloof,0.0023637509697439,0.0024198427102238,0.0023270245113248,0.0030906593406593
Social Issues,Social Issues,activist,Ady Barkan,0.0014909813809154,0.0080325334408818,0.0107043127520943,0.0025946275946275
Music||Classic Rock,Music||Classic Rock,,Aerosmith,0.0067275989138867,0.0055454728775962,0.0048091839900713,0.0066010378510378
Film / Tv,Film / Tv,,Affion Crockett,0.0037577579519006,0.0027223230490018,0.0035060502637294,0.0019459706959706
News Media,News Media,journalist,Afp,0.002436481768813,0.01213282247765,0.0153273347812596,0.0083943833943833
Politics / Government,Politics / Government,politician,Aftab Pureval,0.0001818269976726,0.0018148820326678,0.0020477815699658,0.0008775946275946
Politics / Government,Politics / Government,politician,Ag Hamilton (Commentator),0.0008121605896043,0.0047052497143241,0.0022339435308718,0.0104929792429792
Social Issues,Social Issues,activist,Agolf Twitler Slayer (Activist),0.0003151667959658,0.0009410499428648,0.0014272417002792,0.0006486568986568
By Country||Palestinian Territory,By Country||Palestinian Territory,,Ahmed Fouad Alkhatib,0.0001333397982932,0.0022181891510385,0.0027303754266211,0.0011446886446886
News Media,News Media,journalist,Ahmed Shihabeldin,0.0004363847944142,0.0033608926530886,0.004312752094322,0.0011828449328449
Art / Artists / Photography,Art / Artists / Photography,,Ai Weiwei,0.0015637121799844,0.0045372050816696,0.0063295066708035,0.0023275335775335
Social Issues,Social Issues,activist,Ai-Jen Poo,0.0005091155934833,0.0060159978490287,0.0086255041886441,0.0016025641025641
News Media,News Media,journalist,Aida Chavez,0.000606089992242,0.0040666801102372,0.0052125349053676,0.0016407203907203
News Media,News Media,journalist,Aidan Quigley,0.0001575833979829,0.0021509712979767,0.0022959975178405,0.0014880952380952
Film / Tv,Film / Tv,,Aidy Bryant,0.0015031031807602,0.0030920212408415,0.004219671113869,0.0012973137973137
Music||Singers/Songwriters,Music||Singers/Songwriters,,Aimee Mann,0.0015758339798293,0.0031928480204342,0.0050884269314303,0.0016788766788766
Fashion / Beauty,Fashion / Beauty,,Aimee Song,0.0024849689681923,0.0038650265510519,0.0047161030096183,0.0020604395604395
News Media,News Media,journalist,Ainsley Earhardt,0.0022910201706749,0.0063520871143375,0.0024201054917778,0.0127060439560439
Film / Tv,Film / Tv,,Aisha Tyler,0.0044971877424359,0.0058815621429051,0.0073844244492708,0.0035485347985347
Sports||Pro Wrestling,Sports||Pro Wrestling,,Aj Lee,0.0035516873545384,0.0020165355918531,0.0018926466025442,0.002518315018315
Sports||Football,Sports||Football,,Aj Mccarron,0.001139449185415,0.0016468374000134,0.0004033509152963,0.0027090964590964
Film / Tv,Film / Tv,,Aja Naomi King,0.0010182311869666,0.0016132284734825,0.0026062674526838,0.0011446886446886
Authors||Podcasts,Authors||Podcasts,,Akilah Hughes (Podcast Host),0.0015394685802948,0.0064865228204611,0.0085324232081911,0.0028617216117216
News Media,News Media,journalist,Akilah Johnson,0.000145461598138,0.0023190159306311,0.0032578343158547,0.0006868131868131
Music||R&B And Soul,Music||R&B And Soul,,Akon,0.0060002909231962,0.0033272837265577,0.0032888613093391,0.0027472527472527
Business||Other,Business||Other,,Al Cardenas (Investor),0.0001212179984484,0.0013107481347045,0.0013962147067949,0.0017170329670329
Politics / Government,Politics / Government,politician,Al Franken,0.0072488363072148,0.0255427841634738,0.0318336953149239,0.0130876068376068
Politics / Government,Politics / Government,politician,Al Gore,0.0090913498836307,0.0311554748941318,0.0398696866273658,0.0168650793650793
Sports||Basketball,Sports||Basketball,,Al Horford,0.0013455197827773,0.0019829266653223,0.0017064846416382,0.0023275335775335
Film / Tv,Film / Tv,,Al Madrigal,0.001066718386346,0.0020165355918531,0.0025131864722308,0.0008394383394383
Film / Tv,Film / Tv,,Al Roker,0.0054669317300232,0.0129394367143913,0.014706794911573,0.0111797924297924
Entertainment,Entertainment,,Al Yankovic,0.0170553723816912,0.0179807756940243,0.020322680732237,0.0172084859584859
Music||Alternative/Indie,Music||Alternative/Indie,,Alabama Shakes,0.0019394879751745,0.0028567587551253,0.0028234564070741,0.0025564713064713
Music||Country,Music||Country,,Alan Jackson,0.0031637897595034,0.0022517980775694,0.0013651877133105,0.0035485347985347
Politics / Government,Politics / Government,politician,Alan Lowenthal,0.0002181923972071,0.0019493177387914,0.0022649705243561,0.0012973137973137
News Media,News Media,journalist,Alan Murray,0.0004485065942591,0.0051757746857565,0.0059571827489916,0.0035103785103785
News Media,News Media,journalist,Alan Rappeport,0.0002181923972071,0.004738858640855,0.0059571827489916,0.0035485347985347
News Media,News Media,journalist,Alan Rusbridger,0.00037577579519,0.003260065873496,0.00394042817251,0.0016788766788766
Authors||Humor & Entertainment,Authors||Humor & Entertainment,,Alan Sepinwall,0.0011636927851047,0.0056462996571889,0.0080359913124418,0.0032051282051282
Sports||Golf,Sports||Golf,,Alan Shipnuck,0.0006909425911559,0.0022854070041002,0.0017685386286068,0.0024801587301587
Sports||Surfing,Sports||Surfing,,Alana Blanchard,0.0025576997672614,0.0034953283592122,0.0035370772572137,0.0032432844932844
News Media,News Media,journalist,Alana Goodman,0.000145461598138,0.0019829266653223,0.0012721067328575,0.0042353479853479
News Media,News Media,journalist,Alana Massey,0.0002666795965865,0.0015796195469516,0.0019547005895128,0.000534188034188
Esports / Video Games,Esports / Video Games,,Alanah Pearce,0.0025213343677269,0.0021173623714458,0.0021098355569345,0.0018696581196581
News Media,News Media,journalist,Alanasemuels,0.0001697051978277,0.0022181891510385,0.0034439962767607,0.0007631257631257
Music||Alternative Rock,Music||Alternative Rock,,Alanis Morissette,0.0024728471683475,0.0034281105061504,0.0034750232702451,0.0021749084249084
News Media,News Media,journalist,Alanna Bennett,0.0003151667959658,0.0020837534449149,0.0027924294135898,0.000534188034188
News Media,News Media,journalist,Alayna Treene,0.000303044996121,0.0063856960408684,0.0066397766056469,0.0059523809523809
Sports||Journalist Broadcaster,Sports||Journalist Broadcaster,journalist,Albert Breer,0.0028486229635376,0.007091483498017,0.0056158858206639,0.0073641636141636
Film / Tv,Film / Tv,,Albert Brooks,0.0043638479441427,0.0126033474490824,0.015172199813838,0.0079746642246642
Religion,Religion,,Albert Mohler,0.0012364235841737,0.0025206694898164,0.0009618367980142,0.0059905372405372
Business||Finance,Business||Finance,,Albert Wenger,0.0006303335919317,0.0024870605632856,0.0030406453614644,0.0012210012210012
Film / Tv,Film / Tv,,Albie Manzo,0.0027758921644685,0.0025878873428782,0.0028544834005584,0.0030143467643467
Film / Tv,Film / Tv,,Alec Baldwin,0.0064972847168347,0.0167372454123815,0.0205708966801116,0.0096916971916971
News Media,News Media,journalist,Alec Luhn,0.0002303141970519,0.001478792767359,0.0022339435308718,0.0009920634920634
News Media,News Media,journalist,Alec Macgillis,0.0008121605896043,0.0123344760368353,0.0161340366118523,0.0049603174603174
Politics / Government,Politics / Government,politician,Alec Ross,0.0007151861908456,0.0052093836122874,0.0057399937946013,0.0036630036630036
Science / Technology,Science / Technology,,Alec Stapp,0.0003394103956555,0.0027895409020635,0.0033198883028234,0.002518315018315
Politics / Government,Politics / Government,politician,Alejandro Mayorkas,0.0003636539953452,0.0026887141224709,0.0035681042506981,0.0017933455433455
Fashion / Beauty,Fashion / Beauty,,Alessandra Ambrosio,0.0056972459270752,0.0058815621429051,0.0062053986968662,0.005570818070818
Music||Electronic,Music||Electronic,,Alesso,0.0027274049650892,0.0023190159306311,0.0026062674526838,0.0024038461538461
News Media,News Media,journalist,Alex Abads,0.0003878975950349,0.0027223230490018,0.0035681042506981,0.0008775946275946
Politics / Government,Politics / Government,politician,Alex Bruesewitz,0.0009455003878975,0.0028903676816562,0.0008997828110456,0.007020757020757
News Media,News Media,journalist,Alex Burns,0.0015879557796741,0.0214761040532365,0.0268383493639466,0.0149572649572649
Film / Tv,Film / Tv,,Alex Castellanos,0.0002545577967416,0.0031592390939033,0.0023270245113248,0.0051129426129426
Social Issues,Social Issues,activist,Alex Clark,0.0005454809930178,0.0009074410163339,0.0004343779087806,0.0021749084249084
Health / Wellness / Medical,Health / Wellness / Medical,,Alex Cohen (Health Tech Influencer),0.0008970131885182,0.0019829266653223,0.0027614024201054,0.0017933455433455
Politics / Government,Politics / Government,politician,Alex Cole (Political Commentator),0.0010545965865011,0.0028903676816562,0.0035060502637294,0.0019078144078144
News Media,News Media,journalist,Alex Fitzpatrick,0.0002303141970519,0.0041002890367681,0.0045299410487123,0.0022893772893772
Film / Tv,Film / Tv,,Alex Gibney,0.0004242629945694,0.0025206694898164,0.0033819422897921,0.0007249694749694
News Media,News Media,journalist,Alex Griswold,0.00037577579519,0.0029911944612489,0.0014582686937635,0.0050747863247863
Food / Drink / Chefs,Food / Drink / Chefs,,Alex Guarnaschelli,0.0035638091543832,0.0056462996571889,0.0059261557555072,0.0054945054945054
News Media,News Media,journalist,Alex Guillen,0.000145461598138,0.0031928480204342,0.0035060502637294,0.0024038461538461
Sports||Mountaineering,Sports||Mountaineering,,Alex Honnold,0.001600077579519,0.0035625462122739,0.0037852932050884,0.0034340659340659
Authors||Business & Money,Authors||Business & Money,,Alex Hormozi,0.0029940845616757,0.002050144518384,0.0022029165373875,0.0025564713064713
News Media,News Media,journalist,Alex Isenstadt,0.0003394103956555,0.0095785440613026,0.009463233012721,0.0093864468864468
Politics / Government,Politics / Government,politician,Alex Jones,0.0049214507370054,0.0056799085837198,0.0039714551659944,0.0097680097680097
News Media,News Media,journalist,Alex Kantrowitz,0.0006666989914662,0.0040666801102372,0.0053676698727893,0.0021749084249084
Business||Management / Ceos,Business||Management / Ceos,,Alex Konrad,0.000606089992242,0.0043691604490152,0.0052125349053676,0.0024420024420024
News Media,News Media,journalist,Alex Kotch,0.0001333397982932,0.001478792767359,0.0024511324852621,0.0006868131868131
Music||Performing Arts,Music||Performing Arts,,Alex Lacamoire,0.0007394297905352,0.0030920212408415,0.0036301582376667,0.0012210012210012
News Media,News Media,journalist,Alex Leo,0.0002424359968968,0.0024198427102238,0.0030716723549488,0.0009539072039072
Business||Marketing / Advertising / Sales,Business||Marketing / Advertising / Sales,,Alex Lieberman,0.0011515709852598,0.0037641997714592,0.0032888613093391,0.0029380341880341
News Media,News Media,journalist,Alex Moe Flo,0.0004000193948797,0.0061168246286213,0.0057710207880856,0.0056471306471306
Politics / Government,Politics / Government,politician,Alex Mooney,0.0001333397982932,0.0015124016938898,0.0005274588892336,0.002785409035409
News Media,News Media,journalist,Alex Morash,0.0002181923972071,0.0020165355918531,0.0024201054917778,0.0006868131868131
Sports||Soccer,Sports||Soccer,,Alex Morgan,0.0120005818463925,0.0184176917389258,0.0184300341296928,0.019078144078144
Sports||Ice Hockey,Sports||Ice Hockey,,Alex Ovechkin,0.0019394879751745,0.0066209585265846,0.0063295066708035,0.007554945054945
Politics / Government,Politics / Government,politician,Alex Padilla (Senator),0.0003878975950349,0.0037641997714592,0.004964318957493,0.0011828449328449
News Media,News Media,journalist,Alex Pappas,0.0002666795965865,0.004133897963299,0.0032268073223704,0.0074404761904761
News Media,News Media,journalist,Alex Press,0.0004848719937936,0.0030584123143106,0.0041886441203847,0.0009539072039072
News Media,News Media,journalist,Alex Roarty,0.0001818269976726,0.0041675068898299,0.0054917778467266,0.0041971916971916
Sports||Baseball,Sports||Baseball,,Alex Rodriguez,0.0024970907680372,0.0039994622571755,0.0039094011790257,0.0043116605616605
News Media,News Media,journalist,Alex Seitz-Wald (Journalist),0.000678820791311,0.0095785440613026,0.0124418243872168,0.0049603174603174
News Media,News Media,journalist,Alex Shephard,0.0001212179984484,0.0016132284734825,0.0023580515048091,0.0009539072039072
Sports||Journalist Broadcaster,Sports||Journalist Broadcaster,journalist,Alex Speier (Sports Journalist),0.0003151667959658,0.002050144518384,0.0019547005895128,0.0015262515262515
Politics / Government,Politics / Government,politician,Alex Stein,0.0015152249806051,0.0027559319755327,0.0007756748371082,0.0052655677655677
News Media,News Media,journalist,Alex Sujong Laughlin,0.0001939487975174,0.0021509712979767,0.0034750232702451,0.0004960317460317
Academics,Academics,,Alex Tabarrok,0.0004121411947245,0.0027895409020635,0.0028544834005584,0.0032051282051282
News Media,News Media,journalist,Alex Thompson,0.000533359193173,0.0110237279021308,0.0137449581135587,0.0099587912087912
News Media,News Media,journalist,Alex Wagner,0.0019394879751745,0.011830342138872,0.015358361774744,0.0061431623931623
News Media,News Media,journalist,Alex Weprin,0.0002060705973622,0.0037641997714592,0.0046230220291653,0.0022130647130647
News Media,News Media,journalist,Alex Wilhelm,0.0007273079906904,0.0031592390939033,0.0043748060812907,0.0016407203907203
Film / Tv,Film / Tv,,Alex Witt,0.0003151667959658,0.0022181891510385,0.0024511324852621,0.0011828449328449
News Media,News Media,journalist,Alex Zielinski (Journalist),0.0004363847944142,0.0019157088122605,0.0024511324852621,0.0006868131868131
Fashion / Beauty,Fashion / Beauty,,Alexa Chung,0.0051396431342125,0.0069570477918935,0.0083772882407694,0.0040064102564102
Politics / Government,Politics / Government,politician,Alexander B. Howard,0.0009455003878975,0.0052429925388183,0.0064536146447409,0.0029761904761904
Authors||Literature And Fiction,Authors||Literature And Fiction,,Alexander Chee,0.0007636733902249,0.0034617194326813,0.0044678870617437,0.0006105006105006
News Media,News Media,journalist,Alexander Kaufman,0.0002303141970519,0.0028567587551253,0.004219671113869,0.0011446886446886
News Media,News Media,journalist,Alexander Marquardt,0.0004121411947245,0.0045372050816696,0.0054297238597579,0.0027472527472527
News Media,News Media,journalist,Alexander Nazaryan,0.000303044996121,0.0028231498285944,0.0036922122246354,0.0021749084249084
Social Media / Video,Social Media / Video,,Alexandra Cooper,0.0024001163692785,0.0018484909591987,0.0019547005895128,0.0028998778998779
Film / Tv,Film / Tv,,Alexandra Daddario,0.0025576997672614,0.0023862337836929,0.0024511324852621,0.0021749084249084
